mse_hybrid_syn,mse_hybrid_phys,mse_phys_only,p_error_hybrid_phys,p_error_hybrid_syn,p_error_phys_only,l2_error_hybrid_phys,l2_error_hybrid_syn,l2_error_phys_only
0.00033248434,3.6878988e-05,3.7046862e-05,0.40138942,0.0,0.40440023,0.03422518,0.12593685,0.034341756
0.0002874447,3.6705707e-05,3.687335e-05,0.40104002,0.0,0.40405312,0.034132767,0.108979516,0.034248278
0.00026739112,3.6533413e-05,3.670087e-05,0.40069303,0.0,0.40370673,0.03403976,0.094530635,0.034155108
0.00022493635,3.6362107e-05,3.6529327e-05,0.4003444,0.0,0.403361,0.033946134,0.085900865,0.03406225
0.00012347286,3.619178e-05,3.6358833e-05,0.3999982,0.0,0.40301594,0.033854064,0.112585336,0.033969726
0.00029802884,3.602246e-05,3.6189278e-05,0.39965165,0.0,0.40267155,0.033761263,0.087393194,0.033877477
0.00014389442,3.5854075e-05,3.6020698e-05,0.39930564,0.0,0.40232784,0.033669233,0.08149189,0.03378557
0.00012252685,3.568668e-05,3.5853118e-05,0.39895993,0.0,0.40198478,0.033577505,0.089047454,0.033694
0.00014507609,3.5520246e-05,3.5686473e-05,0.398614,0.0,0.40164238,0.03348629,0.079384625,0.03360273
8.534328e-05,3.5354766e-05,3.552083e-05,0.39826944,0.0,0.40130067,0.033395857,0.08048291,0.03351182
0.00011864156,3.5190234e-05,3.535611e-05,0.3979257,0.0,0.4009596,0.033305287,0.077298895,0.03342122
7.058486e-05,3.5026675e-05,3.5192355e-05,0.3975827,0.0,0.4006192,0.033214953,0.08749163,0.033330962
0.00011519044,3.4864013e-05,3.5029487e-05,0.3972404,0.0,0.4002795,0.033124838,0.07409987,0.03324101
